category,identity,position,seed_decimal,seed_hex,source_path,disposition
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,5,7627089274519688102,0x69d8dd48fdf013a6,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,6,9151808563317428208,0x7f01c16664e9cff0,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,7,2053260132085890495,0x1c7ea53624737dbf,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,8,1543853718576149106,0x156cdec700e5b272,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,9,5376172952574385030,0x4a9c00d0f1425b86,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,10,6090130936678989559,0x54847dd1ec5e3ef7,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,11,6571974767622493874,0x5b34583b38f816b2,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,12,6576488391531277046,0x5b4461592eb3aaf6,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,13,5653100782439414240,0x4e73d935d0c8b9e0,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,14,1499526452598620510,0x14cf635d2271415e,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,15,5698918683450741742,0x4f16a05932eb13ee,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,16,2356867603357021584,0x20b5469918b8b590,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,17,4702594847158195274,0x4142f9191b72544a,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,18,7178231470929991815,0x639e337dac4fd887,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,19,7055448871996085500,0x61e9fd5e2241d4fc,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,20,8266044087066276617,0x72b6e34d434db309,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,21,2301252557879371235,0x1fefb10242dbe5e3,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,22,1749268681515480478,0x1846a6990a72359e,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,23,6517088257007916854,0x5a71593da0d39736,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,24,7001496465089334120,0x612a4ff081cd8b68,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,25,4000193249594195613,0x37838a910afa3e9d,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,26,678357690116826228,0x096a02b99e116474,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,27,2437947216252747667,0x21d554138de5bf93,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,28,1300127302456494915,0x120afae4a9b4cb43,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,29,8614695755351619196,0x778d8c2599cc767c,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-performance-seeds,30,4611050599838934599,0x3ffdbe1714c06647,gym/src/test/resources/pest-control-v10-goldfish-sample-1-performance-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,1,2751824255104428778,0x2630719489cdaaea,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,2,3739623276655940108,0x33e5cf8e86dc120c,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,3,3668680873031839106,0x32e9c5d107552d82,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,4,2660500731455255967,0x24ebff51bf0eb59f,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,5,2637725174860868377,0x249b15123eafeb19,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,6,7255935706823025641,0x64b24314ee4263e9,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,7,8036751213790453938,0x6f8846a5fe2b60b2,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,8,3039518609387779408,0x2a2e8a1238bf7550,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,9,4346158641238202081,0x3c50a841dc7f56e1,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,10,808927566010152735,0x0b39e355dd0e771f,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,11,7072224719591095197,0x622596e986f6bb9d,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,12,2226595380689509687,0x1ee674b3a4861d37,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,13,1511354531907455734,0x14f968f074054af6,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,14,5994560394080054175,0x5330f4eaf9c46b9f,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,15,6668439795317283911,0x5c8b0ea9b5f71c47,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,16,5328627630737351987,0x49f316990e6e6533,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,17,3045389915954036528,0x2a4365fe4eff3f30,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,18,7963443303659431509,0x6e83d57e17956655,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,19,456872421651267556,0x0657230c00323fe4,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,20,8882050388627180691,0x7b4361c4f33e4c93,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,21,1525782368285415234,0x152caafae234d742,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,22,6774815857954687669,0x5e04fb20d8128ab5,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,23,1964632187468245719,0x1b43c690c057ead7,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,24,7635641161264263387,0x69f73f2e4981f0db,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,25,3464039109638298261,0x3012bd378a0d1a95,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,26,2844158041819629167,0x27787aab87bac66f,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,27,9028791814031757707,0x7d4cb6517a51518b,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,28,9009977001820619764,0x7d09de58a3f503f4,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,29,840347600890516125,0x0ba983b0ceee529d,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-1-untouched-seeds,30,5257259784956326924,0x48f589eb9644b40c,gym/src/test/resources/pest-control-v10-goldfish-sample-1-untouched-seeds.csv,ACCEPTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-2-seeds,1,4018321687069031862,0x37c3f248ceff7db6,gym/src/test/resources/pest-control-v10-goldfish-sample-2-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-2-seeds,2,1008162432338173357,0x0dfdb66407691dad,gym/src/test/resources/pest-control-v10-goldfish-sample-2-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-2-seeds,3,4066252240450644792,0x386e3ade67326b38,gym/src/test/resources/pest-control-v10-goldfish-sample-2-seeds.csv,REJECTED_RETIRED
HISTORICAL_VECTOR,pest-control-v10-goldfish-sample-2-seeds,4,3498413081582952922,0x308cdc298d54e1da,gym/src/test/resources/pest-control-v10-goldfish-sample-2-seeds.csv,REJECTED_RETIRED
